idstd,id,recnumber,Rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,a20dstart,a20mstart,a20ystart,a20dend,a20mend,a20yend,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,KENe1,KENe10,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,A2f1,A2f2,k8,A2f3,k9,A2f4,A2f4x,A2f5,k10,A2f6,A2f7,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,KENk26,KENk27,KENk28,k21,KENk33,KENk34a,KENk34b,KENk34c,KENk34d,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,id_panel,wstrict,wmedian,wweak,strata
537928,3008.0,528.0,1.0,(B) without cards,Other services,Tanzania,Swahili,Mwanza,Dar es Salaam,No,Yes,City with population over 1 million,Food,Hotel and restaurants: section H,"No, does not match",Medium >=20 and <=99,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,70981,1024,6,10,2013,13,8,Sole proprietorship,,100,100,0,0,0,No,,2005,8,Yes,2005,5,No,No,No,,,1,1,2012,31,12,2012,Yes,17.0,6.0,,DK,No,,No,,,,,,No,No,Yes,Major obstacle,Minor obstacle,"Restaurant, bar services",5520,100,50000000.0,Fifty million,70000000.0,100,0,0,,,,,NA,NA,,,,,,,Very Severe Obstacle,Minor obstacle,,,Decrease,NA,,Yes,DK,DK,,DK,DK,DK,DK,DK,DK,DK,,,DK,DK,DK,DK,,,,,,,,,DK,DK,,,DK,,,DK,DK,DK,DK,DK,DK,DK,DK,DK,,,,,,,,,DK,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,DK,DK,DK,DK,DK,DK,DK,DK,,,,,,,,,,DK,DK,DK,DK,DK,DK,No,No,No,No,DK,DK,DK,,,DK,,9.0,,DK,,,DK,,,Major obstacle,Moderate obstacle,Very Severe Obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,DK,DK,,,,,,,-9.0,DK,,,,,DK,No,,,DK,DK,Access to finance,Access to finance,DK,,,DK,,,,,,,,,Less than one,Male,,,,,6,10,2013,14,0,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,2.0404775425330812,3.144172997283879,5.027413169964197,79.0
537929,3009.0,275.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Leather,Plastics & rubber,"No, does not match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,12008,1024,6,11,2013,12,50,DK,,DK,DK,DK,0,0,Yes,30.0,1997,DK,Yes,DK,DK,No,Yes,Yes,DK,No,1,7,2011,30,6,2012,Yes,DK,,,DK,Yes,40.0,No,,,No,,,Yes,Yes,No,No obstacle,No obstacle,Manufacturing other rubber products,2519,DK,DK,,DK,DK,DK,0,,,,DK,DK,DK,DK,0.0,,,DK,,No obstacle,No obstacle,Local,DK,Remain the same,Remain the same,No,Yes,Minor obstacle,No,,No,No,Yes,No,Yes,Yes,No,DK,8.0,96,DK,0,Yes,DK,No,,,,,,,No obstacle,No,,,Yes,DK,,No obstacle,DK,DK,DK,DK,DK,DK,DK,No,,,,,,,,,Yes,DK,,,No,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,Yes,Remain the same,No,Yes,No,No,No obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,Tend to agree,DK,Yes,DK,No,No,,No payments or gifts are paid,,Yes,DK,No,Yes,DK,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,DK,DK,DK,DK,DK,0.0,DK,DK,,DK,,,DK,DK,DK,Yes,DK,DK,No obstacle,No obstacle,Practices of competitors in the informal sector,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,0.0,2,Female,,,,,6,11,2013,13,21,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.1578689372726918,1.2547181582809033,2.6894671372299457,46.0
537930,3010.0,50.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Dar es Salaam,No,Yes,City with population over 1 million,Machinery and equipment,Furniture,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,12004,1024,4,11,2013,8,12,Sole proprietorship,,100,100,0,0,0,No,,2006,10,No,2009,4,No,No,Yes,DK,No,1,7,2011,30,6,2012,Yes,12.0,DK,DK,,No,,No,,,No,,,No,No,Yes,Moderate obstacle,Moderate obstacle,Manufacturing furniture,3610,68,12000000.0,Twelve million,40000000.0,DK,DK,DK,30.0,No losses,No losses,DK,NA,NA,60.0,40.0,No,,10.0,,NA,NA,Local,Too many to count,Increase,Increase,No,No,Minor obstacle,No,,No,Yes,Yes,Yes,Yes,No,No,DK,12.0,DK,DK,DK,No,,,,,,,,,Major obstacle,Yes,,3000000.0,No,,,Minor obstacle,DK,20,0,30,20,40,10,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,Yes,Yes,,Application was rejected,4.0,2.0,Collateral or co-signers unacceptable,No,Remain the same,No,Yes,No,DK,Moderate obstacle,Yes,Satisfy costumers request,No,,Yes,8.0,No,,Yes,39.0,,,,,,,No,Yes,No,No,Tend to agree,33,Yes,4.0,No,No,,Refusal,,No,,,No,,,NA,NA,No obstacle,No obstacle,Moderate obstacle,Moderate obstacle,87,11,59.0,28.0,35.0,24.0,DK,DK,,No full-time seasonal or temporary workers,,,4.0,3.0,40,No,,,Moderate obstacle,Moderate obstacle,Access to land,Access to finance,1600000.0,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,2,Male,,,,,4,11,2013,8,50,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537931,3011.0,370.0,3.0,(B) without cards,Other services,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,906,1024,1,11,2013,10,22,Shareholding company with non-traded shares or shares traded privately,,DK,DK,DK,DK,DK,Yes,DK,2009,DK,Yes,DK,DK,No,DK,Yes,DK,No,1,11,2011,30,6,2012,Yes,DK,,,DK,Yes,DK,Yes,DK,No,,,,No,No,Yes,Moderate obstacle,Minor obstacle,Hotel and accommodation,5510,DK,DK,,DK,DK,DK,DK,,,,DK,DK,DK,,,,,,,DK,Minor obstacle,,,Remain the same,Remain the same,,Yes,Major obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,Yes,Less than one day,No,,,,,,,Minor obstacle,Yes,DK,,Yes,DK,,Minor obstacle,DK,0,DK,DK,DK,DK,DK,No,,,,,,,,,DK,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,DK,DK,DK,DK,DK,No,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,DK,DK,Yes,DK,No,No,,No payments or gifts are paid,,No,,,DK,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,NA,1,DK,,,,,,,-9.0,DK,,,,,3,No,,,No obstacle,Major obstacle,DK,Business licensing and permits,DK,,,DK,,,,,,,,,Less than one,Female,,,,,1,11,2013,12,3,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,fresh,,12.480993730570596,12.779577797262135,35.243168018816846,52.0
537932,3012.0,406.0,3.0,(A) with cards,Retail,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Services of motor vehicles,Retail,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,1004,1024,26,9,2013,10,14,Partnership,,50,100,0,0,0,Yes,10.0,2000,31,Yes,2000,40,No,No,No,,,1,6,2011,30,7,2012,Yes,30.0,6.0,None,,No,,No,,,,,,Yes,No,Yes,Moderate obstacle,Moderate obstacle,Selling maize for planting,5211,45,300000000.0,Three hundred million,200000000.0,100,0,0,,,,,No losses,No losses,,,,,,2.0,Very Severe Obstacle,No obstacle,,,Increase,NA,,Yes,Moderate obstacle,No,,No,No,No,No,No,Yes,No,,,100,0,0,No,,,2500.0,2.0,,100.0,0.0,0.0,Moderate obstacle,Yes,5.0,,Yes,1.0,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,Yes,DK,DK,No,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,,Yes,NA,NA,NA,No,No,Moderate obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Tend to disagree,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,No obstacle,11,11,,,,,,,6.0,9,3.0,8.0,,,100,Yes,,,Minor obstacle,Minor obstacle,Practices of competitors in the informal sector,Business licensing and permits,DK,,,3600000.0,,,DK,,,,,,40,Male,,,,,26,9,2013,11,7,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,12.480993730570596,12.779577797262135,35.243168018816846,52.0
537933,3014.0,376.0,2.0,(A) with cards,Retail,Tanzania,English,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Hotel and restaurants: section H,Retail,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,108891,9999,21,10,2013,14,2,Sole proprietorship,,100,100,0,0,0,No,,1998,20,Yes,1998,15,No,No,No,,,31,7,2011,30,6,2012,Yes,4.0,Less than one hour,DK,,No,,No,,,,,,No,Yes,Yes,Minor obstacle,NA,Supermarket services,5239,100,DK,,DK,100,0,0,,,,,NA,NA,,,,,,4.0,No obstacle,NA,,,Increase,Increase,,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,60.0,3.0,,0.0,100.0,0.0,Moderate obstacle,Yes,DK,,Yes,DK,,Minor obstacle,DK,DK,50,50,0,0,0,No,,,,,,,,,Yes,No,,,Yes,Loan,Private commercial banks,CRDB ( Community Rural Development Bank),,Collateral requirements,DK,DK,DK,Refuse,Yes,No,No,No,No,No,20000000.0,1.0,-8.0,No,No,Other,,,,,Yes,Decrease,No,No,No,No,Moderate obstacle,Yes,Satisfy costumers request,No,,No,,Yes,10.0,Yes,DK,,,,,,,No,No,No,No,Strongly disagree,1,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,10,15,,,,,,,4.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,No obstacle,Access to land,Access to land,DK,,,DK,,,DK,,,,,,15,Male,,,,,21,10,2013,15,54,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,fresh,,12.480993730570596,12.779577797262135,35.243168018816846,52.0
537934,3015.0,278.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Basic metals,Basic metals,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,12008,1024,6,11,2013,16,0,DK,,DK,DK,DK,0,0,Yes,DK,1965,DK,Yes,DK,5,No,Yes,Yes,DK,No,1,7,2011,30,6,2012,Yes,DK,,,DK,Yes,DK,No,,,No,,,Yes,Yes,No,No obstacle,Moderate obstacle,Manufacturing basic iron and steel,2710,DK,DK,,DK,DK,DK,0,,,,DK,DK,45,DK,DK,DK,,DK,,Moderate obstacle,Moderate obstacle,Local,DK,Remain the same,Remain the same,Yes,No,Major obstacle,No,,No,Yes,Yes,Yes,Yes,No,Yes,DK,8.0,DK,DK,DK,Yes,DK,No,,,,,,,Minor obstacle,Yes,,DK,Yes,,DK,Minor obstacle,DK,DK,DK,DK,DK,DK,DK,No,,,,,,,,,Yes,Yes,DK,DK,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,Yes,Remain the same,No,Yes,No,No,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Tend to agree,DK,Yes,DK,No,No,,,DK,Yes,DK,No,Yes,DK,No,Moderate obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,DK,If establishment was not in business three years ago,DK,DK,DK,0.0,DK,DK,,50,DK,Less than one month,DK,DK,DK,No,,,No obstacle,No obstacle,Practices of competitors in the informal sector,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,0.0,5,Female,,,,,6,11,2013,16,32,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.1578689372726918,1.2547181582809033,2.6894671372299457,46.0
537935,3019.0,337.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Retail,Plastics & rubber,"No, does not match",Small >=5 and <=19,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,12004,1024,13,11,2013,16,45,Sole proprietorship,,100,100,0,0,0,No,,1989,34,Yes,1989,9,No,Yes,No,,,1,1,2011,30,12,2012,Yes,29.0,12.0,6.0,,DK,,No,,,No,,,Yes,No,Yes,Major obstacle,Major obstacle,Manufacturing plastics products,2520,100,300000000.0,Three hundred million,800000000.0,80,8,12,14.0,No losses,No losses,1994.0,DK,No losses,79.0,21.0,Yes,7.0,10.0,,Major obstacle,Major obstacle,National,Too many to count,Increase,Remain the same,No,No,Major obstacle,No,,Yes,No,Yes,No,Yes,No,Yes,DK,18.0,80,20,0,Yes,Still in process,No,,,,,,,Very Severe Obstacle,No,,,No,,,Moderate obstacle,40,30,20,45,15,5,15,No,,,,,,,,,No,No,,,Yes,Loan,Private commercial banks,CRDB ( Community Rural Development Bank),,Maturity offered (total duration),2012.0,20.0,3.0,Refuse,Yes,Yes,No,Yes,No,No,DK,DK,-8.0,No,No,No need for a loan - establishment had sufficient capital,,,,,No,Increase,No,No,No,No,Moderate obstacle,No,,,,,,,,,,No,No,Yes,No,No,DK,Yes,Yes,No,Yes,Tend to agree,No time was spent,No,,,No,,Refusal,,No,,,No,,,NA,NA,DK,No obstacle,No obstacle,Minor obstacle,DK,DK,DK,DK,DK,DK,DK,DK,,12,12.0,10.0,7.0,12.0,14,No,,,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Access to land,24000000.0,DK,60000000.0,20000000.0,DK,DK,,DK,DK,DK,180000000.0,300000000.0,6,Male,,,,,13,11,2013,17,20,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,9.180312984805642,9.485788737481707,44.225478552779926,48.0
537936,3021.0,653.0,1.0,(A) with cards,Other services,Tanzania,Swahili,Zanzibar,Mwanza,No,No,Over 250.000 to 1 million,Furniture,Hotel and restaurants: section H,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,23,10,2013,10,14,Sole proprietorship,,100,100,0,0,0,No,,2002,4,Yes,2002,11,No,No,No,,,1,7,2011,30,6,2012,Yes,6.0,4.0,4.0,,No,,No,,,,,,No,No,Yes,Major obstacle,Minor obstacle,"Restaurant, bar services",5520,50,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,,No obstacle,No obstacle,,,Decrease,Decrease,,Yes,Major obstacle,No,,No,No,No,No,No,No,Yes,,,100,0,0,No,,,,,,,,,Major obstacle,Yes,4.0,,No,,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,,No,NA,NA,NA,No,No,Major obstacle,Yes,Reduce costs of financial transactions,No,,No,,Yes,5.0,No,,,,,,,,No,Yes,No,No,Tend to agree,No time was spent,No,,,No,,3.0,,No,,,No,,,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,3,2,,,,,,,1.0,3,3.0,6.0,,,10,No,,,No obstacle,Major obstacle,Access to finance,Access to finance,DK,,,DK,,,,,,,,,11,Male,,,,,23,10,2013,11,10,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.2239709615106755,1.2762681329347694,4.1306902452892045,95.0
537937,3024.0,614.0,2.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Hotel and restaurants: section H,Food,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,4,9,2013,16,55,Sole proprietorship,,100,100,0,0,0,No,,1999,2,No,2003,24,No,No,No,,,30,6,2011,1,7,2012,Yes,10.0,3.0,30.0,,No,,No,,,Yes,4.0,2.0,No,No,No,Very Severe Obstacle,Major obstacle,Manufacturing grain mill products,1531,80,80000000.0,Eighty million,60000000.0,100,0,0,,,,,No losses,No losses,70.0,30.0,No,,9.0,,Major obstacle,Major obstacle,National,Too many to count,Increase,Increase,No,No,Very Severe Obstacle,No,,No,No,No,No,No,No,No,100.0,105.0,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,8.0,,No,,,Very Severe Obstacle,0,0,100,0,0,0,0,Yes,2000000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,,Yes,Increase,NA,NA,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,Yes,10.0,,,,,,,DK,No,Yes,No,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Very Severe Obstacle,Major obstacle,Moderate obstacle,Major obstacle,Major obstacle,3,3,3.0,0.0,3.0,0.0,0.0,0.0,,5,3.0,4.0,7.0,11.0,60,No,,,DK,Major obstacle,Access to finance,Access to land,6000000.0,DK,DK,10000000.0,0.0,0.0,,DK,DK,DK,50000000.0,25000000.0,21,Male,,,,,4,9,2013,17,27,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,19.75634117253229,24.53699637036135,49.01910867128901,87.0
537938,3025.0,122.0,2.0,(B) without cards,Other services,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Garments,Wholesale,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,110057,1024,1,11,2013,8,21,Sole proprietorship,,100,100,0,0,0,Yes,50.0,1988,9,Yes,1988,42,No,No,Yes,62.0,No,1,7,2011,30,6,2012,Yes,30.0,6.0,45.0,,No,,Yes,Still in process,No,,,,No,Yes,Yes,Moderate obstacle,Moderate obstacle,Wholesale of eletrical tools and electricity distribution,5152,75,4800000.0,Four million eight hundred thousands,14400000.0,100,0,0,,,,,No losses,No losses,,,,,,,Moderate obstacle,Very Severe Obstacle,,,Decrease,Increase,,Yes,Minor obstacle,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,,,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,10.0,,No,,,Minor obstacle,0,0,100,0,0,0,0,Yes,1000000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,Yes,Yes,No,No,Moderate obstacle,Yes,Reduce the time spent in financial transactions,No,,No,,No,,Yes,25.0,,,,,,,Yes,Yes,No,No,NA,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,Moderate obstacle,Moderate obstacle,Very Severe Obstacle,Moderate obstacle,Very Severe Obstacle,NA,1,1,,,,,,,1.0,5,0.0,12.0,,,100,No,,,Major obstacle,Minor obstacle,Electricity,Access to land,2400000.0,,,420000.0,,,,,,,,,37,Male,,,,,1,11,2013,8,58,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,panel,1094.0,1.0,3.640156195830458,5.44833668748286,33.0
537939,3026.0,393.0,2.0,(A) with cards,Other services,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,12004,1024,11,11,2013,14,12,Shareholding company with non-traded shares or shares traded privately,,60,60,0,0,40,Yes,28.0,2007,DK,Yes,2007,6,No,No,No,,,1,1,2011,30,12,2011,Yes,30.0,2.0,,6000000.0,No,,No,,,,,,Yes,No,Yes,Major obstacle,No obstacle,"Restaurant, bar services",5520,100,72000000.0,Seventy two million,190000000.0,100,0,0,,,,,No losses,No losses,,,,,,,No obstacle,Minor obstacle,,,Increase,Decrease,,Yes,Major obstacle,Yes,No,No,Yes,Yes,Yes,No,No,No,,,Floor in a building,Floor in a building,Floor in a building,No,,,,,,,,,Minor obstacle,No,,,No,,,Minor obstacle,DK,0,DK,DK,DK,DK,DK,Yes,35000000.0,0.0,40.0,20.0,10.0,20.0,2.0,8.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,Decrease,No,No,No,NA,Major obstacle,Yes,Satisfy costumers request,No,,No,,Yes,15.0,Yes,20.0,,,,,,,No,Yes,No,Yes,Tend to agree,No time was spent,No,,,No,,DK,,No,,,No,,,Minor obstacle,Minor obstacle,Moderate obstacle,No obstacle,Major obstacle,DK,34,DK,,,,,,,-9.0,10,DK,12.0,,,55,No,,,No obstacle,Major obstacle,Customs and trade regulations,Access to land,DK,,,DK,,,,,,,,,3,Male,,,,,11,11,2013,15,0,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,12.480993730570596,12.779577797262135,35.243168018816846,52.0
537940,3027.0,235.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Electronics (31 & 32),Machinery and equipment,"No, does not match",Medium >=20 and <=99,Medium >=20 and <=99,Yes,2,Establishment physically separated from HQ but with other establishments of the same firm,Yes,Yes,Yes,110056,1024,5,11,2013,12,0,DK,,DK,DK,DK,0,0,No,,DK,DK,Yes,DK,DK,DK,Yes,DK,,,1,7,2011,30,6,2012,Yes,DK,,30.0,,Yes,DK,DK,,,DK,,,DK,DK,DK,DK,DK,Manufacturing other special-purpose machinery,2929,DK,DK,,DK,DK,DK,0,,,,DK,DK,DK,DK,DK,DK,,DK,,DK,Minor obstacle,National,DK,Remain the same,Remain the same,DK,DK,Major obstacle,No,,No,No,No,No,No,No,DK,DK,8.0,60,DK,0,DK,,,,,,,,,DK,Yes,35.0,,No,,,DK,DK,DK,DK,0,0,0,0,DK,,,,,,,,,DK,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,DK,DK,No,No,No,No,DK,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,DK,DK,,,No,,DK,,DK,,,DK,,,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,,DK,,,DK,DK,DK,DK,,,DK,DK,DK,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,Less than one,Male,,,,,5,11,2013,13,21,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,fresh,,1.939657490059999,2.1089286864932966,5.050972112080051,44.0
537941,3028.0,120.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Dar es Salaam,Dar es Salaam,No,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Large >=100,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,12008,1024,4,11,2013,13,27,DK,,DK,DK,DK,DK,0,Yes,DK,2001,200,Yes,2001,10,No,Yes,Yes,DK,No,1,7,2011,30,6,2012,Yes,DK,,2.0,,Yes,20.0,Yes,DK,No,No,,,No,Yes,No,Minor obstacle,Minor obstacle,Manufacturing soft drinks,1554,DK,100000000.0,One hundred Million,30000000.0,60,DK,DK,DK,No losses,DK,DK,DK,DK,DK,DK,Yes,DK,DK,,Moderate obstacle,DK,National,Too many to count,Increase,Increase,No,No,Major obstacle,Yes,No,Yes,Yes,No,Yes,Yes,No,No,DK,8.0,100,0,0,No,,,,,,,,,DK,Yes,10.0,,No,,,Minor obstacle,DK,DK,DK,DK,DK,DK,0,Yes,10000000.0,DK,DK,DK,DK,DK,0.0,DK,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,DK,No,No,No,No,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,DK,Yes,DK,No,No,,DK,,Yes,DK,No,No,,,DK,DK,DK,DK,DK,DK,DK,DK,1000.0,DK,DK,DK,DK,DK,,DK,,,DK,DK,DK,No,,,No obstacle,No obstacle,DK,Access to land,8000000.0,DK,DK,6000000.0,DK,DK,,DK,DK,DK,DK,DK,10,Male,,,,,4,11,2013,14,25,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.1243343370658518,1.4235492009453865,2.812108234349436,30.0
