idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1596179,144534,4,1,6,1,3,6,5,2,0,1,1,8,2025,9,49,2025,7,7,17,41,,,,,,3,,1,100,0,0,0,2,,2022,2,2023,1,2,2,,2,,,,2,,,,,,2,,2,,2,,,,-7,2,,,2,2,,2,-9,4,100,1200000.0,One million two hundred thousand,700000.0,Seven hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,3,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,30.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,5,4.0,Mobile money,0.0,-5.0,5,4.0,Mobile money,-5.0,0,2,,,,,30,2,2,2,,-7.0,1,3.0,1,25.0,,0.0,2,,,2,,,2,2,2,3,0,4,0,0,0,1,3,2,2,2,2,7,8,5,3,11,1,13,12,15,4,6,9,14,10,2,4,7,8,5,3,11,1,13,12,15,4,6,9,14,10,2,5,5,-9.0,,,,,,0.0,-9,-9,-9,2,,,,,,,2,,,0,5,0.0,1.0,2,,,2,,2,2,-7,,2000,5.0,,2000,400000,140000.0,,,,60,5,8,2025,17,31,1,1,1,,,1,1,2,2,4,4100,6,1,4,0,66.98712,82.90265,219.44936,179
1596180,144657,6,1,1,1,3,1,35,2,0,1,4,11,2025,11,4,2025,7,7,17,40,,,,,,3,,1,100,0,0,0,1,100.0,2016,10,2016,10,1,2,,2,,,,1,5.0,2.0,10.0,0.0,,1,10.0,2,,2,,,,2,1,4.0,3.0,2,2,,1,4,51,70,50000000.0,Fifty million,45000000.0,Forty five million,,100,0,0,,,,,,,,,,60,40,2.0,,,,,,,,2,,3,3,3,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,,1.0,-7.0,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,20.0,300.0,3.0,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,75,3.0,,0.0,0.0,75,3.0,,3.0,0,1,1.0,2.0,1.0,-5.0,180,1,1,1,-5.0,,2,,2,,0.0,,2,,,2,,,0,0,0,2,0,2,0,2,2,0,3,0,1,1,1,2,9,13,15,6,14,1,11,7,12,5,8,10,4,3,11,2,9,13,15,6,14,1,11,7,12,5,8,10,4,3,35,32,75.0,,,,,,18.0,28,4,3,2,,,,,,,2,,,0,8,5.0,6.0,2,,,1,-5.0,0,0,-9,25000.0,-9,,,30000,5000000,1000000.0,,,,22,4,11,2025,12,9,2,4,1,,,4,1,1,1,2,5510,1,1,6,0,164.49348,184.47351,323.6436,9
1596181,144768,4,2,7,1,1,7,8,2,0,1,11,6,2025,10,6,2024,7,7,17,30,,,,,,2,,2,100,0,0,0,1,25.0,2019,5,2019,6,2,2,,2,,,,1,20.0,8.0,0.0,,120000.0,1,30.0,2,,2,,,,-7,2,,,2,2,,-7,-7,1,100,1800000.0,one million eight hundred thousand,1200000.0,one million two hundred thousand,55.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,3,,,,,,,,,,,,1,35.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,1,1,100,0,0,0,0,0,0,1,0.0,2500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,15,3.0,,0.0,0.0,50,3.0,,-5.0,0,1,1.0,2.0,1.0,2.0,24,3,1,-6,,,2,,2,,0.0,,2,,,1,2.0,2.0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,3,12,7,2,14,15,1,4,11,8,13,5,6,9,10,8,3,12,7,2,14,15,1,4,11,8,13,5,6,9,10,8,5,0.0,,3.0,5.0,0.0,2.0,,1,2,0,2,,,,,,,1,0.0,0.0,0,30,0.0,6.0,1,0.0,5.0,2,,0,0,766,15619.0,0,,,0,340000,35000.0,280000.0,,15000000.0,10,11,6,2025,11,24,1,2,1,,,4,1,2,2,4,1079,7,2,4,0,1.0,1.0,2.5000777,211
1596182,146156,3,2,6,1,2,6,6,1,0,1,6,8,2025,14,14,2025,7,7,17,10,3.0,2.0,,,1.0,3,,1,100,0,0,0,2,,2003,3,2004,21,2,2,,2,,,,1,5.0,0.0,50.0,0.0,,2,,2,,2,,,,2,1,6.0,3.0,2,2,,2,-7,2,70,16500500.0,Sixteen million five hundred thousand five hundred,14800000.0,Fourteen million eight hundred thousand,,100,0,0,,,,,,,,,,0,100,2.0,,,,,,,,2,,-9,4,1,,,,,,,,,,,,1,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,1500.0,3.0,,2,,,2,2,,2,2,100,0,0,0,0,0,0,1,725800.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,5.0,,,1,93,3.0,,0.0,0.0,91,3.0,,-5.0,0,1,10.0,2.0,1.0,13.0,70,1,1,-6,,,2,,2,,-9.0,,2,,,2,,,4,4,3,4,1,4,3,2,-7,0,4,2,4,4,4,15,13,10,11,5,12,7,9,3,4,2,14,1,6,8,1,15,13,10,11,5,12,7,9,3,4,2,14,1,6,8,6,6,20.0,,,,,,3.0,2,1,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,-9,5000.0,-9,,,600,780000,65000.0,,7000000.0,,55,6,8,2025,15,17,1,2,1,,,1,1,2,2,3,4730,6,2,3,0,4.7402987,5.521239,15.560708,187
1596183,146304,1,1,5,1,1,5,14,2,0,1,3,9,2025,15,39,2025,7,7,17,17,,,,,,3,,1,100,0,0,0,2,,2023,4,2023,1,2,2,,1,-6.0,2.0,55000.0,1,15.0,2.0,30.0,,450000.0,2,,2,,2,,,,-6,1,10.0,5.0,2,2,,2,4,1,65,2250000.0,Two Million Two Hundred Fifty Thousand,1500000.0,One Million Five Hundred Thousand,75.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,65,3.0,,0.0,-5.0,85,3.0,,-5.0,0,1,5.0,2.0,1.0,5.0,35,3,2,2,,-7.0,2,,2,,0.0,,2,,,1,2.0,2.0,2,1,2,1,0,0,0,4,1,1,1,0,2,2,1,3,10,1,4,12,13,14,8,11,6,7,15,9,2,5,8,3,10,1,4,12,13,14,8,11,6,7,15,9,2,5,14,7,,14.0,8.0,6.0,0.0,2.0,,3,3,2,2,,,,,,,2,,,0,5,2.0,1.0,2,,,2,,2,2,-9,3250.0,-9,,,1150,525000,5240.0,670000.0,,2254000.0,2,3,9,2025,16,30,2,2,1,,,2,1,2,2,2,1061,5,1,1,0,21.985792,22.820541,47.405853,144
1596184,146923,3,1,6,1,1,6,40,2,0,1,27,6,2025,15,32,2024,7,7,17,1,,,,,,4,,1,100,0,0,0,2,,2020,4,2020,5,2,2,,2,,,,1,5.0,4.0,0.0,,5000000.0,1,30.0,2,,2,,,,1,2,,,2,1,7.0,2,-7,1,70,30000000.0,Thirty million,25000000.0,Twenty five million,100.0,100,0,0,,,,,,,,,,0,100,2.0,,,,,,,,1,1.0,1,3,4,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,,1.0,2.0,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,100,0,0,0,0,0,0,1,2500000.0,0.0,50.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0,,1,2,1,3.0,2024.0,2200000.0,1.0,2.0,2.0,2.0,1.0,2.0,3190000.0,2,1,1,,-6.0,,1,80,3.0,,0.0,0.0,90,3.0,,-5.0,0,2,,,,,33,1,1,-6,,,2,,2,,0.0,,2,,,1,25.0,2.0,3,1,3,-7,0,1,2,3,1,-7,2,3,-7,3,3,2,11,8,6,15,12,1,10,13,9,4,14,3,7,5,8,2,11,8,6,15,12,1,10,13,9,4,14,3,7,5,15,4,10.0,,5.0,10.0,0.0,7.0,,1,2,2,1,3.0,,8.0,,5.0,,2,,,0,0,,,1,0.0,20.0,1,1.0,0,0,200,3000.0,100,1.0,,5000,3600000,180000.0,7200000.0,,30000000.0,55,27,6,2025,16,34,1,4,1,,,1,1,2,2,2,2023,6,1,3,0,18.150223,21.837011,55.752464,177
1596185,146949,5,1,5,1,2,5,6,2,0,1,6,8,2025,11,17,2025,7,7,17,4,,,,,,3,,1,100,0,0,0,2,,2020,3,2020,5,2,2,,2,,,,1,15.0,4.0,0.0,0.0,,2,,2,,2,,,,-6,2,,,2,2,,-7,4,2,70,1050000.0,one million fifty thousand,1123600.0,one million one hundred twenty three thousand six hundred,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,2.0,4,3,2,,,,,,,,,,,,1,8.0,2.0,2,2,2,1,2,,,2,,2,,,,,,200.0,3.0,,1,60.0,2.0,4,2,,2,2,75,0,0,25,0,0,0,1,400000.0,0.0,20.0,,0.0,,0.0,,80.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,1,2,2,4.0,,,2,10,3.0,,0.0,0.0,70,3.0,,-5.0,7,1,4.0,2.0,2.0,,20,3,1,-6,,,2,,2,,0.0,,2,,,2,,,2,1,1,0,0,1,3,0,0,0,2,3,2,2,2,1,13,8,6,11,4,10,9,2,14,12,7,3,15,5,7,1,13,8,6,11,4,10,9,2,14,12,7,3,15,5,4,3,2.0,,,,,,0.0,2,0,2,2,,,,,,,2,,,0,2,0.0,5.0,1,0.0,7.0,2,,0,0,30,120.0,15,1.0,,150,100000,25000.0,,500000.0,,20,6,8,2025,12,12,1,2,1,,,2,1,2,2,5,4730,5,1,5,0,128.63763,168.8346,384.5046,149
1596186,147256,3,1,5,1,1,5,5,2,0,1,29,5,2025,9,24,2024,7,7,17,6,,,,,,3,,1,100,0,0,0,2,,2013,2,2013,12,2,2,,1,-6.0,2.0,5000.0,1,7.0,8.0,0.0,25.0,,2,,2,,1,-6.0,1.0,4000.0,2,1,5.0,12.0,2,2,,-7,-9,1,60,1040000.0,One million forty thousand,890500.0,Eight hundred ninety thousand five hundred,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,1.0,3,4,2,,,,,,,,,,,,1,-4.0,3.0,1,1,2,2,1,2.0,"We have begun manufacturing hives for local communities, which is a new product both for us and for the society. In addition, we have also started producing a newly designed bed.",1,"Previously, customers had to assemble the furniture themselves after purchase from us. Now, we have started offering home assembly services for our customer those buys from us, where we go to the customer's home and assemble the furniture for t",2,,,,,,,,,1,7.0,2.0,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,1,2,,-6.0,,2,40,3.0,,0.0,-5.0,70,3.0,,15.0,0,1,2.0,2.0,2.0,,40,3,3,2,,3.0,2,,1,5.0,1.0,,1,-5.0,2.0,1,1.0,2.0,4,3,0,3,1,0,0,2,2,2,3,2,2,2,2,1,12,11,3,5,10,6,13,14,2,7,9,15,4,8,1,1,12,11,3,5,10,6,13,14,2,7,9,15,4,8,5,5,65.0,,3.0,2.0,0.0,2.0,,2,1,0,2,,,,,,,2,,,0,4,0.0,2.0,2,,,2,,1,2,-9,600.0,2667,5.0,,400,70000,0.0,500000.0,,1500000.0,4,29,5,2025,10,43,1,2,1,,,2,1,2,2,3,3100,5,1,3,0,40.839092,47.179832,116.38924,146
1596187,147295,7,3,4,1,2,4,6,2,0,3,16,6,2025,15,39,2024,7,7,17,31,,,,,,3,,1,100,0,0,0,2,,2007,2,2007,19,2,2,,2,,,,1,6.0,3.0,1.0,0.0,,2,,2,,2,,,,-6,2,,,2,2,,-7,1,2,80,7700000.0,Seven million seven hundred thousand,-7.0,,,100,0,0,,,,,,,,,,0,100,1.0,China,1.0,15.0,0.0,60.0,0.0,30.0,2,,2,2,2,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,30.0,3.0,,2,,,4,2,,2,2,40,0,0,60,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,1.0,2019.0,10000000.0,1.0,1.0,2.0,2.0,2.0,2.0,30000000.0,1,1,1,,1.0,80.0,1,50,3.0,,0.0,0.0,100,3.0,,-5.0,1,1,3.0,2.0,2.0,,48,1,1,-6,,,2,,2,,0.0,,2,,,2,,,3,0,0,1,0,2,0,2,0,0,4,2,2,1,3,7,5,12,3,14,11,15,6,8,2,9,13,1,4,10,11,7,5,12,3,14,11,15,6,8,2,9,13,1,4,10,6,-7,50.0,,,,,,2.0,1,2,3,2,,,,,,,2,,,0,3,1.0,2.0,2,,,2,,0,0,800,22000.0,100,1.0,,2500,0,,,3500000.0,,30,16,6,2025,16,19,2,2,1,,,3,1,2,2,3,4759,4,3,7,0,10.6772,12.86265,28.867031,142
1596188,147372,6,1,1,1,3,1,250,2,0,1,1,7,2025,14,53,2024,7,7,17,40,,,,,,2,,1,100,0,0,0,1,20.0,2008,50,2008,18,2,2,,2,,,,1,6.0,1.0,30.0,0.0,,1,20.0,2,,2,,,,1,1,5.0,4.0,1,2,,1,4,3,55,500000000.0,Five hundred million,450000000.0,Four hundred Fifty million,,100,0,0,,,,,,,,,,0,100,1.0,China,1.0,2.0,3.0,1.0,6.0,25.0,2,,3,3,2,3.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,-7.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,80,3.0,,4.0,0.0,80,3.0,,4.0,0,1,2.0,2.0,1.0,6.0,200,1,1,1,-5.0,,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,2,3,2,3,0,3,0,3,3,2,14,4,12,13,5,15,11,10,7,3,2,9,6,1,8,14,14,4,12,13,5,15,11,10,7,3,2,9,6,1,8,225,200,90.0,,,,,,60.0,200,15,10,1,,,,,25.0,,2,,,0,0,,,2,,,1,1.0,0,0,-9,40000.0,-9,,,25000,50000000,12000000.0,,,,25,1,7,2025,15,47,2,4,1,,,4,1,1,1,2,4651,1,1,6,0,164.49348,184.47351,323.6436,9
1596189,147456,6,1,5,1,3,5,7,2,0,1,5,9,2025,10,38,2025,7,7,17,4,,,,,,3,,1,100,0,0,0,2,,2015,4,2016,10,2,2,,2,,,,1,10.0,1.0,30.0,2.0,,2,,2,,2,,,,1,1,15.0,4.0,2,2,,1,4,52,75,1440000.0,one million four hundred forty thousand,1520000.0,one million five hundred twenty thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,1,-7,2,1,2,,,2,,2,,,,,,,,,1,-6.0,1.0,4,2,,2,2,80,0,0,20,0,0,0,1,0.0,50000.0,90.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,1,2,,-6.0,,2,40,3.0,,0.0,0.0,50,3.0,,-5.0,0,1,1.0,2.0,2.0,,8,3,1,2,,-7.0,2,,2,,3.0,,2,,,2,,,3,1,0,1,0,0,1,1,0,0,0,2,1,2,1,2,9,12,7,11,3,13,10,8,14,4,1,5,15,6,1,2,9,12,7,11,3,13,10,8,14,4,1,5,15,6,5,5,,4.0,,,,,4.0,3,2,0,2,,,,,,,2,,,2,0,,,2,,,1,1.0,0,0,125,458.0,45,1.0,,500,432900,42900.0,,,,25,5,9,2025,11,55,1,2,1,,,2,1,2,2,5,5610,5,1,6,0,196.78502,211.86426,387.13388,150
1596190,148486,6,1,3,1,1,3,15,2,0,1,29,7,2025,10,32,2024,7,7,17,40,,,,,,3,,1,100,0,0,0,1,100.0,2021,5,2021,5,1,2,,2,,,,1,6.0,2.0,30.0,2.0,,1,15.0,2,,2,,,,2,1,7.0,8.0,2,2,,1,4,1,75,6000000.0,Six million,5500000.0,Five million five hundred thousand,60.0,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,75,0,0,25,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,1.0,2024.0,500000.0,1.0,2.0,1.0,2.0,2.0,2.0,750000.0,2,1,1,,1.0,60.0,2,75,3.0,,0.0,0.0,75,3.0,,-9.0,0,1,1.0,2.0,1.0,6.0,48,3,3,1,-5.0,,2,,2,,0.0,,2,,,2,,,3,0,0,0,0,3,0,3,2,0,4,0,2,2,2,12,13,10,2,11,8,15,7,3,14,9,6,1,5,4,11,12,13,10,2,11,8,15,7,3,14,9,6,1,5,4,15,15,75.0,,10.0,5.0,6.0,3.0,,6,2,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,200,7000.0,-9,,,5000,1500000,350000.0,1500000.0,,8000000.0,20,29,7,2025,11,31,2,2,1,,,3,1,2,2,3,1071,3,1,6,0,114.28704,156.5637,352.6291,84
1596191,148849,2,1,6,1,1,6,11,2,0,1,23,7,2025,11,6,2024,7,7,17,1,,,,,,4,,2,100,0,0,0,2,,2009,3,2009,16,2,2,,2,,,,1,7.0,3.0,0.0,,15000.0,2,,2,,2,,,,2,1,8.0,12.0,2,2,,-7,-7,1,65,8000000.0,Eight million,7250000.0,Seven Million two hundred fifty thousand,40.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,1,,,,,,,,,,,,1,-4.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,-7,2,,2,2,100,0,0,0,0,0,0,1,125000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,90,3.0,,0.0,0.0,95,3.0,,-5.0,0,1,10.0,2.0,2.0,,35,1,1,-6,,,2,,2,,0.0,,2,,,1,25.0,1.0,3,0,4,4,0,3,2,3,0,0,4,0,3,4,3,12,11,14,5,3,4,1,6,7,10,13,9,8,15,2,4,12,11,14,5,3,4,1,6,7,10,13,9,8,15,2,11,8,25.0,,8.0,3.0,2.0,1.0,,3,4,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,-9,1800.0,-9,,,500,1880000,185000.0,1500000.0,,12000000.0,45,23,7,2025,12,8,1,1,1,,,1,1,2,2,3,1410,6,1,2,0,1.5132844,1.7399167,3.361502,176
1596192,149429,7,1,1,1,3,1,30,2,0,1,9,6,2025,10,34,2024,7,7,17,40,,,,,,3,,1,100,0,0,0,2,,2012,10,2012,15,2,2,,2,,,,1,5.0,2.0,30.0,1.0,,1,10.0,2,,2,,,,2,1,4.0,6.0,2,2,,1,4,3,80,200000000.0,Two hundred million,160000000.0,One hundred sixty million,,100,0,0,,,,,,,,,,0,100,1.0,China,1.0,3.0,3.0,2.0,6.0,20.0,2,,3,3,3,-7.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,,1.0,-7.0,2,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,70,3.0,,6.0,0.0,70,3.0,,2.0,0,1,2.0,2.0,1.0,-6.0,160,1,1,1,-5.0,,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,2,3,2,0,0,3,0,3,3,2,13,11,15,1,6,12,4,8,7,3,10,14,5,9,2,14,13,11,15,1,6,12,4,8,7,3,10,14,5,9,2,30,22,100.0,,,,,,12.0,24,3,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,150,5000.0,50,1.0,,2000,15000000,3750000.0,,,,25,9,6,2025,11,29,2,4,1,,,4,1,1,1,2,4530,1,1,7,0,154.41306,212.3113,448.57404,11
1596193,151138,6,2,2,1,3,2,16,2,0,2,5,9,2025,10,44,2025,7,7,17,1,,,,,,4,,2,100,0,0,0,1,33.0,2018,6,2018,17,2,2,,2,,,,1,5.0,2.0,30.0,0.0,,2,,2,,2,,,,2,1,4.0,4.0,2,2,,2,-7,52,70,7000000.0,Seven million,5000000.0,five million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,-9,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,1,2,,2.0,45.0,1,70,3.0,,0.0,0.0,80,3.0,,-5.0,0,1,5.0,2.0,1.0,8.0,85,1,1,-6,,,2,,2,,0.0,,2,,,1,25.0,2.0,4,3,2,3,0,3,2,2,1,1,3,1,3,3,2,4,11,2,13,7,10,1,5,12,14,8,15,6,3,9,14,4,11,2,13,7,10,1,5,12,14,8,15,6,3,9,16,12,40.0,,,,,,8.0,5,7,4,2,,,,,,,2,,,0,0,,,2,,,1,1.0,1,1,-9,2000.0,-9,,,1000,400000,40000.0,,,,45,5,9,2025,11,44,1,2,1,,,2,1,2,2,4,5610,2,2,6,0,21.72774,23.02068,50.625607,63
1596194,151275,7,2,1,1,3,1,6,2,0,1,23,7,2025,15,33,2024,7,7,17,38,,,,,,2,,1,100,0,0,0,1,5.0,2023,3,2023,5,2,2,,2,,,,1,2.0,4.0,30.0,0.0,,1,2.0,2,,2,,,,2,2,,,1,1,15.0,2,1,3,75,4000000.0,four million,-7.0,,,100,0,0,,,,,,,,,,0,100,1.0,China,1.0,15.0,4.0,10.0,6.0,25.0,2,,2,3,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,250000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,25,3.0,,0.0,-5.0,75,3.0,,-5.0,1,1,3.0,2.0,2.0,,72,2,2,2,,1.0,2,,2,,0.0,,1,1.0,2.0,1,2.0,2.0,4,1,2,2,0,1,3,1,0,0,3,0,3,3,1,13,1,10,11,12,15,7,14,8,4,9,5,2,3,6,1,13,1,10,11,12,15,7,14,8,4,9,5,2,3,6,6,-7,100.0,,,,,,2.0,1,3,2,2,,,,,,,2,,,0,1,0.0,2.0,-9,,,1,2.0,0,0,-9,2800.0,-9,,,340,780000,85800.0,,,,25,23,7,2025,16,32,1,1,1,,,4,1,1,1,2,4530,1,2,7,0,95.53483,127.1658,296.58783,25
1596195,151402,2,2,4,1,1,4,21,2,0,3,7,6,2025,11,27,2024,7,7,17,39,,,,,,3,,1,100,0,0,0,1,100.0,2020,21,2020,5,1,2,,2,,,,1,15.0,2.0,0.0,15.0,,1,15.0,2,,2,,,,2,1,25.0,24.0,2,2,,2,2,1,80,3000000.0,Three Million,-7.0,,90.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2,-4.0,3.0,2,2,2,1,2,,,2,,2,,,,,,,,,1,90.0,1.0,2,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,15,3.0,,0.0,0.0,45,3.0,,-5.0,0,1,1.0,2.0,2.0,,30,3,3,1,8.0,,2,,2,,,0.0,2,,,1,7.0,2.0,0,3,1,2,3,2,-9,4,3,2,4,3,2,2,3,3,5,2,10,12,4,13,8,11,14,1,6,7,15,9,11,3,5,2,10,12,4,13,8,11,14,1,6,7,15,9,21,-7,60.0,,11.0,10.0,5.0,4.0,,4,5,2,2,,,,,,,2,,,0,0,,,2,,,2,,2,3,-9,11000.0,-9,,,1200,480000,33000.0,60000.0,,1600000.0,15,7,6,2025,12,22,1,2,1,,,3,1,2,2,2,1410,4,2,2,0,1.0,1.0,1.633158,125
