idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,b1_RWA
1188857,5755,3,3,1,1,0,1,1,55,3,1,140,2,1,1,6,6,2023,9,17,2022,12,31,33,Int15RWA,,,,,,3,,2,100,0,0,0,2,,2014,80,2011,5,2,1,HACCP,2,,,,40000,1,2.0,0.0,10.0,2.0,,1,5.0,2,,,,700,1.0,,2,,,,,1,2,,,1,4.0,,,2000000.0,4,3,51,43.0,3000.0,3.0,,65,1600000000.0,one billion six hundred million,,,630000000.0,six hundred and thirty million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,1,2,,4,3,-7.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,,1.0,-7.0,1,-4,,60.0,2,2,1,1,1,2.0,-7,1,2.0,expend conferance room and put some instrumenent to help our client to be in comfortable room,before we have small room and few instrument,1,providing good service and good comferance room for meet to our client,puting enought instrumrnt in conferance rooms.,1,1000000.0,,2,,,2,,,,,,-7,2,,2,2,80,20,0,0,0,2,,,,,,,,,,,,,,,,,,1,1,1,1.0,2022.0,70000000.0,2.0,,,,,,,3.0,-8.0,2,1,,1.0,1.0,14.0,1,98,1.0,2.0,3.0,-9.0,-9,,,1,4,1,1,2.0,2.0,1.0,8.0,3,24.0,,1,1,1,4.0,,1,4.0,1,45.0,,0.0,2,,,2,,,1,0,0,0,0,0,0,6,1,7,5,3,4,2,120,64,,,40,50,30,,,60.0,95.0,,1,,,,,60.0,,20,10.0,1.0,2,,,0,0,,,2,,,1,1.0,0,0,-7,6,13,2,9,3,15,8,14,11,12,7,5,1,10,4,318000000.0,16000000.0,80500000,8150000,11100000,,,,,,1,1,6,6,2023,10,51,1,1,1,,,2,1,1,2,5510,1,3,3,1,1.0,1.0,1.0,18,3
1188858,5756,1,2,2,1,0,0,1,10,1,2,20,2,1,1,22,6,2023,12,25,2022,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,1,100.0,2015,10,2015,7,1,2,,2,,,,50,1,2.0,2.0,40.0,0.0,,2,,1,30.0,2.0,150000.0,10,1.0,,1,4.0,5.0,0.0,,2,2,,,-7,,,,,-9,0,1,,,,,100,12000000.0,twelve million,11000000.0,eleven million,5500000.0,five million five hundred thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,3,3,-7.0,2.0,,1.0,1.0,3.0,3.0,2.0,,-7.0,3.0,1,-4,,65.0,2,1,1,2,2,,2,1,1.0,we start manufacturing of weeding cakws and birthday cakes,it help us tu gain new client because of this new product of cakes.,1,we start to deliver our product to the client.,before our client come for our shop to buy our product.,2,,90.0,2,,,2,,,,,,3,1,10000000.0,2,2,50,0,50,0,0,2,,,,,,,,,,,,,,,2.0,,,2,2,1,3.0,2022.0,2000000.0,1.0,2.0,2.0,2.0,1.0,2.0,12000000.0,1.0,1000000.0,2,1,,1.0,200000.0,30.0,2,55,5.0,0.0,0.0,1.0,20,5.0,0.0,1,3,0,1,12.0,2.0,1.0,1.0,3,,4.0,1,1,-7,,,2,,2,,0.0,,2,,,2,,,3,2,0,0,0,0,0,5,2,6,4,1,3,7,20,10,10.0,10.0,8,2,0,10.0,10.0,,30.0,,2,,,,,,,0,,,2,,,5,0,,,2,,,2,,0,0,12,1,12,9,4,7,11,8,5,6,13,15,14,2,10,3,2500000.0,0.0,120000,96000,0,5000000.0,,350000.0,250000.0,50000000.0,3,15,22,6,2023,13,59,2,2,1,,,2,2,2,3,1071,2,2,1,1,1.4672817,1.63726,2.0818882,26,3
1188859,5758,2,1,3,1,1,0,1,47,2,3,2,2,1,1,5,7,2023,8,35,2022,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,1,100.0,2015,2,2015,8,1,2,,2,,,,18,2,,,,,,2,,2,,,,1,1.0,,2,,,,,2,2,,,-7,,,,,-9,0,2,,,,,100,5000000.0,five million,,,1800000.0,one million eight hundred thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,-7,2,,-7,-7,,,,,,,,,,,,1,-4,2.0,,2,2,1,2,-9,,-7,1,2.0,Delivering the products to our customers,new open,1,Delivering the products to our customers,not new open,2,,,2,,,2,,,30.0,3.0,,-7,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,1,1.0,2017.0,16000000.0,1.0,2.0,2.0,2.0,1.0,2.0,25000000.0,1.0,3000000.0,2,4,6.0,,,,1,55,5.0,0.0,1.0,-9.0,50,5.0,1.0,1,4,2,1,4.0,2.0,1.0,3.0,2,,3.0,2,2,-7,,,2,,2,,0.0,,2,,,2,,,1,0,0,0,0,0,0,1,4,7,2,3,5,6,6,2,,,5,1,0,,,1.0,,1.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,2,0,10,9,4,1,14,13,5,6,10,7,11,12,15,3,2,8,-9.0,,36000,12000,0,,3500000.0,,,,-9,-9,5,7,2023,10,30,2,4,1,,,2,2,2,3,4759,3,1,2,1,1.5502089,1.835481,2.3773098,37,3
1188860,5759,3,3,1,1,0,0,1,49,3,1,102,2,1,1,17,7,2023,11,46,2022,12,31,33,Int15RWA,,,,,,4,,2,100,0,0,0,1,75.0,2003,-9,2005,10,2,2,,2,,,,550,1,5.0,0.0,15.0,0.0,,2,,2,,,,295,1.0,,2,,,,,2,2,,,-7,,,,,-9,1,6,,,,,100,2814300000.0,two billion eight hundred and fourteen million three hundred thousand,,,1252734015.0,one billion two hundred and fifty-two million seven hundred and thirty-four thousand fifteen,100,0,0,,,,,,,,,,,,,-9,-9,,,,,,,,,2,-7,2,,-7,-7,-7.0,2.0,,1.0,3.0,6.0,1.0,2.0,,1.0,-7.0,2,-4,,90.0,2,2,1,-7,2,,-7,1,2.0,We increased the number of cars in order to improve the service,Before the cars were not enough,1,We are adding new direction as cars are added,Before we had a few direction/visions,2,,,2,,,-7,,,,,,-7,2,,2,2,20,80,0,0,0,1,3000000.0,0.0,,3000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1,2,1,1.0,2021.0,1177607825.0,1.0,2.0,2.0,2.0,1.0,2.0,1200000000.0,2.0,883857877.0,2,4,6.0,,,,1,95,1.0,1.0,1.0,3000.0,99,1.0,1.0,0,-7,1,1,5.0,2.0,1.0,2.0,2,,3.0,2,2,2,,2.0,1,2.0,1,30.0,0.0,,2,,,2,,,1,0,0,-7,-7,-7,1,3,5,7,2,4,6,1,102,78,,,63,27,12,,,17.0,,88.0,2,,,,,,,0,,,2,,,0,13,8.0,5.0,2,,,1,1.0,2,0,10,15,12,1,13,5,6,2,4,7,11,8,3,14,9,10,244960705.0,18534298.0,1560000,3000000,750000,,,,,,2,1,17,7,2023,18,50,1,1,2,2.0,15.0,2,1,1,2,4921,1,3,3,1,1.0,1.0,1.0,18,4
1188861,5763,3,2,2,1,0,0,1,55,3,2,23,2,1,1,14,8,2023,11,9,2022,12,31,33,Int1RWA,,,,,,3,,1,100,0,0,0,1,100.0,2008,10,2008,8,1,2,,2,,,,2000,1,1.0,0.0,5.0,1.0,,2,,2,,,,50,1.0,,1,12.0,2.0,20.0,,1,2,,,2,,,,,4,0,51,33.0,6.0,3.0,,70,10000000.0,ten million,,,8000000.0,eight million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,-9.0,3.0,1,20,,40.0,2,1,1,2,2,,2,2,,,,2,,,2,,,2,,,2,,,,,,0,2,,2,2,85,0,0,10,5,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,-9,4,1.0,,,,2,60,1.0,0.0,0.0,0.0,40,1.0,0.0,0,4,80,1,1.0,2.0,1.0,1.0,1,,16.0,1,1,2,,4.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,6,1,4,7,2,5,3,20,20,,,10,5,5,,,8.0,20.0,,1,,,,,8.0,,20,3.0,5.0,2,,,10,0,,,2,,,2,,0,0,1,12,11,6,1,2,5,14,10,13,4,8,9,15,3,7,3000000.0,0.0,600000,400000,200000,,,,,,45,18,14,8,2023,12,19,2,4,1,,,1,2,2,3,5510,2,2,3,1,4.7478294,5.2215195,6.596662,29,3
1188862,5764,2,2,3,1,1,0,1,47,2,3,15,1,1,1,24,8,2023,14,42,2022,12,31,33,Int15RWA,2.0,1.0,1.0,1.0,,3,,1,100,0,0,0,1,100.0,2008,2,2007,16,1,2,,2,,,,100,2,,,,,,2,,2,,,,-9,,,2,,,,,2,2,,,2,,,,,-9,0,2,,,,,100,150000000.0,one hundred and fifty million,,,100000000.0,one hundred million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,-7,2,,-7,-7,,,,,,,,,,,,2,-4,1.0,,2,2,1,-7,2,,1,1,2.0,They improved highly hygiene with new materials to expose medicine.,Before they had old materials,1,new system of exposing their products in order to attract the customers,it's new totally,2,,,2,,,-7,,,46.0,3.0,,-7,2,,2,2,10,0,0,90,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,4,2.0,,,,1,-9,,,,,0,,,0,-7,2,1,1.0,2.0,1.0,1.0,3,,48.0,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,1,1,0,-7,-7,-7,0,5,6,3,7,4,1,2,5,5,,,4,0,1,,,4.0,,4.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,1,0,10,14,6,11,7,12,5,2,3,10,8,15,13,4,9,1,16080000.0,-9.0,300000,14400,480000,,107142857.0,,,,1,-9,24,8,2023,16,43,2,4,1,,,2,2,2,3,4772,3,4,2,1,1.0,1.0,1.0,48,3
1188863,5778,1,1,2,1,0,0,1,10,1,2,5,2,1,1,29,9,2023,8,56,2022,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,2,,2015,2,2015,18,2,2,,2,,,,240,1,3.0,2.0,0.0,,450000.0,2,,2,,,,5,1.0,,1,5.0,5.0,,320000.0,2,2,,,-7,,,,,-9,2,1,,,,,100,852562950.0,eight hundred and fifty-two million five hundred and sixty-two thousand nine hundred and fifty,-9.0,,492085250.0,four hundred and ninety-two million eighty-five thousand two hundred and fifty,5,0,95,United Kingdom,1.0,15.0,,21.0,,1.0,2.0,,,,2020.0,100,0,,,,,,,,,3,0,2,,4,3,,,,,,,,,,,,1,3,,50.0,2,2,3,2,2,,-7,1,1.0,we started new system of giving bonus to our customers in order to increase number of customers.,Before we had not this new system.,1,we start multiply of short pet to get fertilizer using in cultiveting coffee then give us high product .,before we haven't.,1,1800000.0,80.0,2,,,2,,,,,,-7,1,750000.0,2,2,30,70,0,0,0,1,0.0,2000000.0,,2000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,,,1,2,1,1.0,2023.0,175000000.0,1.0,2.0,2.0,2.0,1.0,2.0,300000000.0,1.0,175000000.0,2,1,,1.0,2.0,5.0,1,100,1.0,3.0,1.0,-9.0,75,1.0,1.0,1,4,1,1,4.0,2.0,1.0,3.0,3,,72.0,1,1,2,,2.0,2,,2,,0.0,,2,,,2,,,1,0,0,-7,-7,0,0,7,6,3,2,1,4,5,5,4,3.0,2.0,0,3,0,0.0,0.0,,,5.0,1,,3.0,,2.0,,1.0,0,,,2,,,0,35,20.0,3.0,2,,,2,,1,0,1,7,4,3,1,6,13,5,14,12,11,8,2,15,10,9,152080000.0,45500000.0,720000,250000,550000,-9.0,,-9.0,-9.0,-9.0,1,1,29,9,2023,11,39,2,4,2,2.0,45.0,2,2,2,3,1079,2,1,1,1,6.4596806,6.88402,8.021326,20,3
1188864,5783,1,2,2,1,1,0,1,20,1,2,300,2,1,1,27,6,2023,9,59,2022,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,2,,1993,35,2004,30,2,2,,1,14.0,2.0,100000.0,600,1,2.0,0.0,40.0,1.0,,1,15.0,2,,,,25,1.0,,1,2.0,2.0,0.0,,1,2,,,2,,,,,4,0,1,,,,,100,456000000.0,four hundred and fifty-six million,461620000.0,four hundred and sixty-one million six hundred and twenty thousand,381364000.0,three hundred and eighty-one million three hundred and sixty-four thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,0,2,,4,4,-7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,-7.0,-7.0,2,2,3.0,,1,1,1,2,2,,4,1,1.0,we have new production of quick lime,our product are using in mineral industries and metal industries,1,we improving our qualities to satisfied our client will and get the good product.,this increase our client because we chande the way of manufacturing of our product,2,,83.0,1,6.0,2.0,2,,,,,,0,2,,1,1,45,20,0,0,35,1,95000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,59000000.0,0.0,1,2,1,1.0,2022.0,130000000.0,1.0,2.0,2.0,2.0,1.0,2.0,250000000.0,3.0,90000000.0,1,1,,1.0,600000.0,45.0,1,90,1.0,0.0,0.0,150000.0,99,5.0,1.0,1,4,1,2,,,,,1,,120.0,1,1,-6,,,1,2.0,1,45.0,0.0,,2,,,2,,,2,1,0,0,0,0,0,1,3,5,7,4,6,2,300,32,290.0,10.0,35,255,0,35.0,10.0,,5.0,,1,1.0,,2.0,,20.0,,1,1.0,,2,,,265,265,200.0,6.0,2,,,2,,0,0,12,8,5,15,13,11,6,2,7,14,12,4,10,9,3,1,132000000.0,54000000.0,2500000,360000,561000,170000000.0,,118000000.0,170000000.0,2000000000.0,8,18,27,6,2023,11,33,1,1,1,,,2,2,1,2,2021,2,2,1,1,1.0,1.0,1.0,26,3
1188865,5784,3,2,2,1,0,1,1,56,3,2,28,2,1,1,7,7,2023,8,20,2022,12,31,33,Int19RWA,,,,,,3,,1,100,0,0,0,1,100.0,1998,8,1998,25,1,2,,2,,,,2333,2,,,,,,1,10.0,2,,,,465,1.0,,2,,,,,1,2,,,2,,,,,2,2,52,,,,,100,331784248.0,three hundred and thirty-one million seven hundred and eighty-four thousand two hundred and forty-eight,,,184359925.0,one hundred and eighty-four million three hundred and fifty-nine thousand nine hundred and twenty-five,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,4.0,3.0,1,6,,5.0,1,1,1,2,2,,1,2,,,,2,,,2,,,1,45.0,2.0,1,30.0,250000.0,,,,0,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,,,,2,2,1,2.0,2019.0,170000000.0,1.0,1.0,2.0,2.0,1.0,2.0,800000000.0,1.0,50000000.0,1,1,,1.0,100000.0,3.0,2,70,5.0,1.0,0.0,5.0,20,5.0,0.0,0,4,2,2,,,,,3,30.0,,1,1,2,,3.0,2,,2,,,0.0,2,,,2,,,0,0,0,0,0,0,0,5,4,3,1,2,6,7,28,24,,,12,12,4,,,7.0,,5.0,1,,,,,,2.0,7,7.0,,1,4.0,12.0,28,0,,,2,,,2,,0,0,8,1,13,3,11,9,15,7,4,2,12,6,14,8,5,10,73314537.0,180000.0,27996,5580,199830,,,,,,13,7,7,7,2023,11,19,1,1,1,,,2,2,2,3,5610,2,2,3,1,1.0,1.0,1.0,29,3
1188866,5785,1,3,1,1,0,1,1,10,1,1,500,2,1,1,28,6,2023,10,29,2022,12,31,33,Int13RWA,,,,,,2,,1,98,2,0,0,2,,1997,486,1997,23,2,2,,2,,,,1990,2,,,,,,1,83.0,2,,,,100,1.0,,2,,,,,1,1,2.0,30000.0,1,0.0,50.0,0.0,,4,1,1,,,,,100,9000000000.0,nine billion,9000000.0,nine million,8000000000.0,eight billion,80,0,20,Burundi,2.0,4.0,,4.0,,5.0,2.0,,,,2000.0,40,60,1.0,Kenya,2.0,3.0,,4.0,,10.0,0,0,2,,4,4,-7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,3.0,2,0,,0.0,1,2,3,-7,2,,0,1,1.0,we introduce new technology in the factory,has increased our production capacity,1,we have introduce new product of sugar for diabetics,before we produced brown sugar and now we have white sugar,2,,68.0,2,,,2,,,,,,3,2,,2,1,100,0,0,0,0,1,388000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,1,1,4,,,,,,,,,,,,,2,4,1.0,,,,1,90,1.0,0.0,1.0,200000.0,99,1.0,0.0,1,3,12,1,12.0,2.0,1.0,1.0,1,36.0,,1,1,-6,,,1,2.0,1,45.0,0.0,,1,2.0,2.0,2,,,0,0,0,0,0,0,0,3,7,1,2,6,4,5,500,200,440.0,60.0,140,200,100,180.0,20.0,,40.0,,1,60.0,,2.0,,20.0,,50,40.0,1.0,2,,,500,300,100.0,6.0,2,,,1,1.0,0,0,2,9,7,15,1,6,14,11,13,12,5,10,8,2,4,3,1100000000.0,300000000.0,90000000,450000,500000,2000000000.0,,3100000.0,2000000.0,30000000.0,18,3,28,6,2023,12,10,1,1,1,,,2,1,1,2,1072,1,3,1,1,1.0656545,1.3382206,1.3300413,14,2
1188867,5787,2,3,1,1,1,1,1,47,2,1,138,1,1,1,8,8,2023,15,10,2022,12,31,33,Int3RWA,368.0,1.0,1.0,1.0,,2,,2,0,100,0,0,2,,1998,56,2008,4,2,1,Iso 9001:2015,1,7.0,1.0,250000.0,58823,1,3.0,0.0,20.0,0.0,,1,1.0,1,7.0,2.0,300000.0,1106,1.0,,1,0.0,,0.0,,1,1,3.0,1700000000.0,2,,,,,4,0,2,,,,,80,85000000000.0,eighty-five billion,,,70000000000.0,seventy billion,80,20,0,,,,,,,,,,,,1998.0,0,100,2.0,,,,,,,,2,1,1,1.0,4,3,3.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,-7.0,2,5,3.0,,1,2,1,2,2,,0,1,1.0,Engen eco drive ( improved  product  of fuel),"Fuel economy, clean the engine, keep the engine clean and protect against corusion, protect the environment",2,,,1,5000000.0,,2,,,1,30.0,0.0,26.0,3.0,,0,2,,2,1,60,40,0,0,0,2,,,,,,,,,,,,,,,,,,1,1,1,1.0,2023.0,2000000000.0,2.0,,,,,,,-9.0,,2,3,,1.0,40000000.0,60.0,1,15,1.0,1.0,1.0,500000.0,100,1.0,1.0,1,3,0,1,2.0,2.0,1.0,8.0,2,20.0,,1,1,1,-5.0,,1,4.0,1,30.0,0.0,,1,14.0,2.0,1,21.0,2.0,0,1,0,0,0,1,0,4,5,3,2,6,1,7,138,132,,,138,0,0,,,60.0,100.0,,1,,,,,100.0,,3,3.0,,2,,,0,0,,,2,,,1,1.0,0,0,-7,4,6,12,2,1,8,13,15,7,11,3,14,9,10,5,980000000.0,326000000.0,180000000,11640000,30600000,,-9.0,,,,0,0,8,8,2023,17,4,1,1,1,,,1,1,1,2,4730,1,3,2,1,1.0,1.0,1.0,16,2
1188868,5790,1,2,1,1,1,1,1,18,1,1,57,2,1,1,17,8,2023,14,37,2022,12,31,33,Int15RWA,,,,,,4,,1,100,0,0,0,1,50.0,1982,-9,1982,31,2,2,,2,,,,5990,1,6.0,2.0,0.0,,2000000.0,1,10.0,2,,,,185,1.0,,2,,,,,2,2,,,1,5.0,,,5000000.0,-9,1,1,,,,,100,3847490432.0,three billion eight hundred and forty-seven million four hundred and ninety thousand four hundred and thirty-two,3000000000.0,three billion,3533971943.0,three billion five hundred and thirty-three million nine hundred and seventy-one thousand nine hundred and forty-three,100,0,0,,,,,,,,,,,,,30,70,1.0,United Arab Emirates,2.0,3.0,,5.0,,1.0,1,1,2,,-7,-7,-7.0,2.0,,1.0,3.0,2.0,4.0,2.0,,-7.0,-7.0,2,-4,2.0,,2,2,1,2,-9,,-7,1,2.0,customer care of delivering products on time and increasing quality of products.,Before our clients had problem of getting our products too late and they was hesitating on our qualitative .,1,they opened new branches in order to approach clients and also they bought new transport to facilitate our customers.,Before they hadn't enough cars for delivering products to the customers and they had not  branches to facilitate clients.,2,,85.0,2,,,-7,,,,,,-7,2,,2,2,70,30,0,0,0,2,,,,,,,,,,,,,,,1.0,150000000.0,0.0,1,2,1,1.0,2021.0,150000000.0,1.0,2.0,2.0,2.0,1.0,2.0,450000000.0,1.0,81208121.0,2,4,-9.0,,,,1,95,1.0,0.0,1.0,-9.0,98,1.0,1.0,1,4,2,1,3.0,2.0,1.0,2.0,1,72.0,,1,1,2,,3.0,1,4.0,1,30.0,0.0,,1,3.0,2.0,2,,,2,1,0,0,-7,0,0,4,2,6,3,1,7,5,57,48,22.0,35.0,8,10,4,0.0,11.0,,85.0,,2,,,,,,,0,,,2,,,0,68,30.0,2.0,2,,,2,,0,0,14,13,2,6,3,1,15,5,11,12,8,14,9,4,7,10,308042812.0,23455000.0,49345635,12300000,1001356,1228750016.0,,401520056.0,1523458691.0,950000000.0,1,2,17,8,2023,17,23,2,1,2,2.0,43.0,2,1,1,2,1811,1,2,1,1,10.222704,10.475865,12.4667,8,4
1188869,5792,3,2,3,1,0,1,1,55,3,3,36,2,1,1,5,9,2023,16,28,2022,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,2,,2015,25,2014,8,2,2,,2,,,,4500,1,2.0,0.0,45.0,10.0,,1,30.0,2,,,,350,1.0,,1,6.0,3.0,5.0,,1,1,30.0,4500000.0,2,,,,,3,3,51,24.0,1400.0,3.0,,100,560000000.0,five hundred and sixty million,,,210000000.0,two hundred and ten million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,,1.0,2.0,2,-4,,65.0,2,2,1,1,2,,0,1,2.0,fitness Gym,for the needs of our clients we have introduced the fitnesss room,1,we have upgraded our bar services where we have added other bar rooms and barcons,in order to provide a good service we added all these compounds.,2,,,1,30.0,2.0,2,,,,,,4,2,,2,1,100,0,0,0,0,1,20000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,4,,,,,,,,,,,,,2,4,7.0,,,,1,85,1.0,0.0,0.0,210000.0,90,1.0,0.0,3,3,4,2,,,,,3,72.0,,1,1,-6,,,1,3.0,1,45.0,0.0,,2,,,2,,,3,0,0,0,0,0,0,4,2,3,5,1,7,6,36,16,,,20,10,6,,,17.0,90.0,,1,,,,,60.0,,6,6.0,,1,1.0,0.0,0,0,,,2,,,1,2.0,0,0,2,13,2,3,14,7,12,11,5,9,10,6,15,1,4,8,48000000.0,7200000.0,12000000,3600000,4560000,,,,,,48,3,5,9,2023,18,8,2,4,1,,,2,2,2,3,5510,3,2,3,1,1.8947841,2.0867996,2.5074034,43,3
1188870,5793,1,1,3,1,1,0,1,10,1,3,6,1,1,1,7,9,2023,8,34,2022,12,31,33,Int20RWA,2.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2015,11,2015,27,2,2,,2,,,,48,1,1.0,0.0,45.0,,75000.0,2,,1,27.0,1.0,180000.0,30,1.0,,1,2.0,1.0,,80000.0,2,2,,,2,,,,,-9,3,1,,,,,75,21500000.0,twenty-one million five hundred thousand,21000000.0,twenty-one million,28400000.0,twenty-eight million four hundred thousand,100,0,0,,,,,,,,,,,,,30,70,2.0,,,,,,,,4,3,1,1.0,3,4,,,,,,,,,,,,1,-4,3.0,,2,1,1,2,2,,4,1,2.0,Special sandwich which is different to another sandwich take 18% of our incames.,this special sandwich are different because of qualieties and ingredient cause we put egg and more suger that why our clint like it than other sandwich we manufacture before.,1,we start delevering of our pruduct which help the client locate away of our shop.,this new system of delivering help our client to buy our proud in boutiques in their avenue which help them than before using this system.,2,,55.0,1,28.0,1.0,1,30.0,20.0,,,,3,1,400000.0,2,2,65,0,15,0,20,2,,,,,,,,,,,,,,,1.0,4000000.0,3500000.0,1,2,4,,,,,,,,,,,,,1,1,,1.0,10.0,27.0,2,60,5.0,2.0,0.0,6000.0,70,5.0,1.0,3,3,0,1,1.0,2.0,1.0,12.0,2,,39.0,2,2,2,,3.0,1,1.0,2,,1.0,,2,,,2,,,3,2,2,4,4,3,4,6,1,7,5,3,2,4,8,13,4.0,4.0,3,0,1,0.0,2.0,,,1.0,2,,,,,,,0,,,1,1.0,0.0,10,1,0.0,6.0,1,16.0,300000.0,2,,4,3,9,11,8,12,1,10,13,4,5,3,7,15,14,2,9,6,4521700.0,21400.0,830000,360000,0,70000.0,,5863000.0,40000.0,35000000.0,4,5,7,9,2023,10,45,1,1,1,,,2,2,2,3,1071,3,1,1,1,11.266685,12.853849,15.826168,35,3
